hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EL3179,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3180,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3181,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3182,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3183,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3184,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Monroe,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3185,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Monroe,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3186,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Mt Dutton,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3187,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Mt Dutton,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3188,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3189,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3190,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Boulder,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3191,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Boulder,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3192,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3193,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3194,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3195,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3196,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3197,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3198,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3199,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3205,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,East Canyon,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3208,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Morgan-South Rich,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EL3210,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,North Slope Three Corners,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
EX1000,False,False,True,False,not_OIL_LE_PLE,Extended Archery,Elk,Elk Extended Archery,,,,,,,Utah DWR Hunt Planner,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED
GO1000,True,False,True,False,included_forecast,Statewide,Mountain Goat,Mountain Goat - Statewide Permit,,,,,,1,,,
GO6800,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Beaver,,,,7,2,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6801,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Beaver,,,,9,0,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6803,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Nebo,,,,21,3,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6804,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas Kamas,,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6805,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas Central,,,,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6806,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas East,,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6807,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas Leidy Peak,,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6808,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas West,,,,9,2,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6809,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
GO6810,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Ogden, Willard Peak",,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6811,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
GO6813,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Provo Peak",,,,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6814,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Mt Dutton,,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6815,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
GO6817,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,La Sal Mtns,,,,10,2,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6818,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Box Elder Peak",,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6819,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Lone Peak",,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6820,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Timpanogos",,,,8,2,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6821,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Nebo,,,,12,0,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6822,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Beaver,,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
LD1001,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Paunsaugunt - Private Land Only,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LD1004,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Paunsaugunt - Private Land Only,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LD1006,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Paunsaugunt - Private Land Only,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LD1019,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,"Fillmore, Oak Creek LE - Private Land Only",,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LD1023,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn - Private Land Only,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LD1108,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Thousand Lakes - Private Land Only,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LO0008,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn Landowner Association,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LO0009,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn Landowner Association,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LO0010,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn Landowner Association,,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED
LO0011,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
LO0012,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
LO0013,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
LO0014,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
LO0015,False,False,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED
LO1501,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,,,,,,,
LO1502,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cache,,,,,,,,,
LO1503,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Manti/San Rafael,,,,,,,,,
LO1504,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nebo,,,,,,,,,
LO1506,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,,,,,,,
LO1508,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,,,,,,,
LO1509,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"La Sal, La Sal Mtns",,,,,,,,,
LO1510,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Monroe,,,,,,,,,
LO1511,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Mt Dutton,,,,,,,,,
LO1512,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,,,,,,,
LO1513,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,,,,,,,
LO1514,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Ogden,,,,,,,,,
LO1516,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,,,,,,,
LO1517,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,,,,,,,
LO1518,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Boulder/Kaiparowits,,,,,,,,,
LO1519,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,,,,,,,
LO1521,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"San Juan, Abajo Mtns",,,,,,,,,
LO1522,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Vernal/Bonanza,,,,,,,,,
LO1523,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Yellowstone,,,,,,,,,
LO1524,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Southwest Desert,,,,,,,,,
LO1525,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, East",,,,,,,,,
LO1526,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, West",,,,,,,,,
LO1529,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,,,,,,,
LO1531,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,,,,2,,,
LO1533,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Manti/San Rafael,,,,,,,,,
LO1534,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nebo,,,,,,2,,,
LO1536,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,,,,2,,,
LO1538,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,,,,2,,,
LO1539,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"La Sal, La Sal Mtns",,,,,,,,,
LO1540,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Monroe,,,,,,2,,,
LO1541,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Mt Dutton,,,,,,2,,,
LO1542,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,,,,2,,,
LO1543,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,,,,,,,
LO1544,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Ogden,,,,,,2,,,
LO1546,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,,,,,,,
LO1547,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,,,,2,,,
LO1549,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,,,,2,,,
LO1551,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"San Juan, Abajo Mtns",,,,,,,,,
LO1552,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Vernal/Bonanza,,,,,,,,,
LO1553,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Yellowstone,,,,,,,,,
LO1554,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Southwest Desert,,,,,,,,,
LO1555,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, East",,,,,,,,,
LO1556,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, West",,,,,,,,,
LO1559,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,,,,2,,,
LO1561,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,,,,,,,
LO1563,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Manti/San Rafael,,,,,,,,,
LO1564,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nebo,,,,,,,,,
LO1566,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,,,,,,,
LO1568,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,,,,,,,
LO1569,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"La Sal, La Sal Mtns",,,,,,,,,
LO1570,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Monroe,,,,,,,,,
LO1571,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Mt Dutton,,,,,,,,,
LO1572,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,,,,,,,
LO1573,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,,,,,,,
LO1574,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Ogden,,,,,,,,,
LO1576,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,,,,,,,
LO1577,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,,,,,,,
LO1579,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,,,,,,,
LO1581,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"San Juan, Abajo Mtns",,,,,,,,,
LO1582,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Vernal/Bonanza,,,,,,,,,
LO1583,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Yellowstone,,,,,,,,,
LO1584,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Southwest Desert,,,,,,,,,
LO1585,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, East",,,,,,,,,
LO1586,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, West",,,,,,,,,
LO1589,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,,,,,,,
LO1591,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,,,,1,,,
LO1592,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,,,,1,,,
LO1593,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,,,,1,,,
LO1594,False,False,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,,,,,,,
